"ID VZ","Název VZ","Datum vytvoreni","Datum uzavření smlouvy","Smluvní cena bez dph","Úředni název ""dodavatele","IČO"
T004/16V/00024575,"PS 0014 Zahradnické práce - stříhání živých plotů objekt VZÚ, Rooseveltova 620/23, Praha 6.",2016-07-08 10:32:42.077,2016-07-14 00:00:00,9975.00,"STAVOSPOL PRAHA spol. s r.o.",25638181
T004/16V/00024591,"DP: Opravy a servis velkokuchyňského zařízení (1.DP)",2016-07-08 11:49:06.924,2016-07-14 00:00:00,11790.00,"SiJaMo s.r.o.",28738861
T004/16V/00024782,"DP - výzva k plnění RS - Servis a opravy stomatologických souprav OMS s integrovaným křeslem Universal",2016-07-12 07:36:50.676,2016-07-14 00:00:00,8817.36,"Chironax Frýdek - Místek s.r.o. ",47666391
T004/16V/00024790,"Pronájem střelnice - 7. DP",2016-07-12 07:59:43.792,2016-07-14 00:00:00,3600.00,"AKIM CZ, s.r.o.",26934311
T004/16V/00025089,"DP-Malá laboratorní zvířata 2016",2016-07-13 13:57:36.176,2016-07-14 00:00:00,70247.00,"VELAZ, s. r. o. ",25691970
T004/16V/00025225,"36.DP Stravování cvičících vojsk  formou smluvního stravování na rok 2016 pro VÚ 2427 Náměšť nad Oslavou ve dnech 18.7.-22.7.2016",2016-07-14 11:48:54.215,2016-07-14 00:00:00,25894.96,"Vojenské lesy a statky ČR, s.p.",205
T004/16V/00021893,"PS 0112 - Odstranění revizních závad roku 2015 Letiště Čáslav, 6440-0112-2016-33",2016-06-14 14:08:27.49,2016-07-14 00:00:00,519530.00,"ES Engineering & Services ",4016165
T004/16V/00024961,"6DP -měření emisí a TK pro nákladní vozidla a přívěsy",2016-07-13 07:53:57.01,2016-07-14 00:00:00,4958.00,"Stanice technické kontroly Žatec, společnost s ručením omezeným se sídlem v Žatci",25005821
T004/16V/00044134,"Obnova způsobilosti svářeče tavného svařování kovů",2016-11-21 12:46:05.931,2016-07-13 00:00:00,6257.00,"PLC Services a.s.",28237781
T004/16V/00041946,"Praní a čištění u VÚ pro rok 2016 - 6.plnění ",2016-11-04 10:42:16.433,2016-07-13 00:00:00,15566.10,"PRAVO s.r.o.",28142292
T004/16V/00021354,"Provedení revize skladu PHM",2016-06-09 09:35:59.354,2016-07-13 00:00:00,39060.00,"BMS 1, spol. s r.o.",25931563
T004/16V/00021178,"26.DP Stravování cvičících vojsk  formou smluvního stravování na rok 2016 pro VÚ 8280 Prostějov",2016-06-08 09:09:52.311,2016-07-13 00:00:00,21731.30,"Vojenské lesy a statky ČR, s.p.",205
T004/16V/00022899,"Pneu pro BUS KAROSA",2016-06-22 09:24:35.489,2016-07-13 00:00:00,45880.00,"PNEU HNÍDEK s.r.o.",25497561
T004/16V/00021224,"Nákup zdravotnického materiálu",2016-06-08 11:02:47.019,2016-07-13 00:00:00,614740.00,"Safety Agency, s.r.o.",28785606
T004/16V/00020428,"Nákup stolních lamp",2016-06-02 14:28:10.716,2016-07-13 00:00:00,12678.51,"ELSTORE CZ s.r.o.",28782046
T004/16V/00018506,"Přípravek pro chemické WC - ekologická náplň",2016-05-20 07:30:37.327,2016-07-13 00:00:00,5600.00,"INCHEMA s.r.o.",64939014
T004/16V/00017569,"PS 0736 Libavá - Malování KJB",2016-05-13 11:19:15.848,2016-07-13 00:00:00,108940.00,"Martin Kalivoda",67688080
T004/16V/00019663,"Nákup nářadí",2016-05-30 09:27:30.851,2016-07-13 00:00:00,84797.73,"TMR s.r.o.",27817725
T004/16V/00019358,"HPLC kolony",2016-05-26 11:25:11.66,2016-07-13 00:00:00,53500.00,"Pragolab s.r.o.",48029289
T004/16V/00019096,"Servis HPLC",2016-05-25 08:29:13.391,2016-07-13 00:00:00,40786.78,"HPST, s.r.o.",25791079
T004/16V/00023152,"Výzva k plnění č.86/32/31- opravy osobních automobilů 2016-2017",2016-06-23 12:51:23.777,2016-07-13 00:00:00,1554.00,"Petr Habětínek",63604566
T004/16V/00023181,"DP - Opravy a údržba lyží a vázání (sjezdové, pro běh, snowboardy) - 1.DP",2016-06-23 14:37:55.819,2016-07-13 00:00:00,11607.44,"Trisport Havel s.r.o",25217666
T004/16V/00022155,"Nákup rehabilitačních pomůcek pro CZdrS Žatec.",2016-06-16 08:19:17.756,2016-07-13 00:00:00,17343.80,"Trisport Havel s.r.o",25217666
T004/16V/00016340,"PS 0736 Libavá - Oprava podlahových krytin a malování",2016-05-05 13:09:59.244,2016-07-13 00:00:00,383506.39,"TS a B, stavební firma, spol. s r.o.",41033639
T004/16V/00022970,"DP - oprava, údržba a TP manipulační techniky dle ČSN 26-8805 (4.DP)",2016-06-22 12:22:30.745,2016-07-13 00:00:00,28390.00,"TRANSPORT SERVIS - Jeník s.r.o.",27501191
T004/16V/00022404,"PS 0547 - Údržba a oprava transformátorů, 6440-0547-2016-110",2016-06-17 11:02:08.21,2016-07-13 00:00:00,117243.00,"ReSpol s. r. o.",46580646
T004/16V/00021891,"Vesty sportovní, reflexní",2016-06-14 14:04:06.27,2016-07-13 00:00:00,25790.00,"Randi Group s.r.o.",24119610
T004/16V/00021724,"Nářadí pro práci s kabely LAN",2016-06-13 14:46:11.033,2016-07-13 00:00:00,3200.00,"ITAGE, spol. s r.o.",25879243
T004/16V/00024445,"PS 0014 Havárie - oprava odpadu pisoárů přízemí vedle m.č.58 - Vojenská policie (WC muži) v objektu GŠ AČR, Vítězné nám. 1500/5, Praha 6.",2016-07-07 10:27:49.951,2016-07-13 00:00:00,16681.00,"FAM s.r.o.",47543311
T004/16V/00015888,"Nákup 40 kusů digitálních měřících přístrojů teploty a vlhkosti vzduchu",2016-05-03 13:35:31.194,2016-07-13 00:00:00,7400.00,"ITAGE, spol. s r.o.",25879243
T004/16V/00021351,"Materiál pro vivárium",2016-06-09 09:24:47.424,2016-07-13 00:00:00,5540.00,"TRIGON PLUS spol. s r.o.",46350110
T004/16V/00025004,"RS - Zabezpečení oprav, servisních prohlídek, ME a STK, pneu prací na vozidlech Š-Fabia a Š-Octavia.",2016-07-13 10:13:08.417,2016-07-13 00:00:00,23166.00,"Pavel ŠKUBNÍK",71650768
T004/16V/00024684,"H_oprava střešních krytin a oplocení v Žižkových kasárnách Olomouc",2016-07-11 10:34:24.268,2016-07-13 00:00:00,84513.36,"STAV-IZOL ISO spol. s r.o.",25857321
T004/16V/00024727,"Převzetí a odstranění ostatních odpadů - 12. DP",2016-07-11 13:14:41.791,2016-07-13 00:00:00,1812.60,"AVE CZ  odpadové hospodářství s.r.o.",49356089
T004/16V/00026429,"ONNM - Plzeň - Znalecké posudky 4. část",2016-07-25 11:44:51.732,2016-07-13 00:00:00,1200.00,"Ing. Jiří Baxa",18713327
T004/16V/00024611,"Smlouva na opravy a servis osobních automobilů ŠKODA",2016-07-08 13:14:18.403,2016-07-13 00:00:00,5530.00,"Michael Dvořák",72583983
T004/16V/00024962,"RS - Nákup diagnostického spotřebního materiálu IDEXX pro OAL na rok 2016.",2016-07-13 07:57:05.85,2016-07-13 00:00:00,702.73,"CYMEDICA CZ,a.s",27419941
T004/16V/00024999,"RS - Svoz, praní a čištění prádla pro VZ 6848 Hlučín v období od 1.1.-31.12.2016. ",2016-07-13 10:03:38.353,2016-07-13 00:00:00,594.90,"AD 7, spol. s r.o.",25598074
T004/16V/00025015,"RS-Laboratorní veterinární vyšetření u SVÚ na období od 1.1.-31.12.2015.",2016-07-13 10:35:56.059,2016-07-13 00:00:00,3970.00,"Státní veterinární ústav Praha",19305
T004/16V/00020395,"Nákup primárních baterií a akumulátorů",2016-06-02 13:29:23.569,2016-07-13 00:00:00,28550.00,"ITAGE, spol. s r.o.",25879243
T004/16V/00015494,"Nákup mycích a čisticích prostředků ",2016-04-29 14:42:10.673,2016-07-13 00:00:00,17697.68,"KARFO velkoobchod s.r.o.",26872382
T004/16V/00018288,"Nákup detektoru - hlásič plynů a LPG",2016-05-18 14:42:32.711,2016-07-13 00:00:00,3780.00,"ComArr, spol. s r.o.",15050084
T004/16V/00020765,"Prolyl oligopeptdisa",2016-06-06 09:46:17.683,2016-07-13 00:00:00,23182.20,"SIGMA-ALDRICH spol. s r.o.",45794171
T004/16V/00023025,"JS Nákup  sportovního Oblečeni - dresy, kalhoty pro reprezentačni družstvo AČR ve Vojenském pětiboji",2016-06-22 17:15:15.107,2016-07-13 00:00:00,13770.00,"ATEX - spol. s r.o.",46963146
T004/16V/00024294,"DP: Objednávka praní prádla (15.DP)",2016-07-04 08:09:49.504,2016-07-13 00:00:00,5155.00,"PRAVO s.r.o.",28142292
T004/16V/00021765,"Periodická zkouška a likvidace hasících přístrojů ",2016-06-14 07:48:40.997,2016-07-13 00:00:00,10615.00,"HASPR - CZ s.r.o.",48171344
T004/16V/00024304,"DP: Nákup pohonného plynu (LPG), pronájem klece na uskladnění lahví a pronájem samotných lahví (5.DP)",2016-07-04 08:44:10.061,2016-07-13 00:00:00,1314.50,"Flaga s.r.o.",47917091
T004/16V/00024120,"Služební pes HO",2016-07-01 07:18:45.212,2016-07-13 00:00:00,66115.00,"Martin KIESSLING",12188967
T004/16V/00022704,"Havarijní oprava dvou kusů  UPS 30kVA pro letecká pozemní zařízení ",2016-06-21 09:34:12.591,2016-07-13 00:00:00,20930.00,"UNISMINI - služby, spol.s r.o.",62418742
T004/16V/00020744,"Nákup nástrojů pro obrábění kovů",2016-06-06 09:00:08.835,2016-07-13 00:00:00,35739.70,"ZPS - FRÉZOVACÍ NÁSTROJE a.s.",46966650
T004/16V/00019888,"ELISA čtečka",2016-05-31 09:37:46.468,2016-07-13 00:00:00,211910.00,"BioTech a.s.",25664018
T004/16V/00021002,"Nákup pneumatik pro osobní vozidla",2016-06-07 10:38:10.023,2016-07-13 00:00:00,15160.00,"SKARAB, s.r.o.",25857631
T004/16V/00020130,"Nákup varných konvic, chladniček, fritéz a drtiče odpadu II.",2016-06-01 09:47:11.255,2016-07-13 00:00:00,124532.23,"KRISTYÁN cz s.r.o.",27139280
T004/16V/00021478," Nákup náhradních dílů pro zabezpečení oprav vozidel",2016-06-10 07:25:50.498,2016-07-13 00:00:00,21200.00,"MAKRO-ND spol. s r. o.",47453702
T004/16V/00019397,"Nákup obvazového materiálu",2016-05-26 13:23:02.892,2016-07-13 00:00:00,165249.77,"PRVNÍ CHRÁNĚNÁ DÍLNA s.r.o.",28685521
T004/16V/00021341,"Nákup matrací",2016-06-09 09:11:41.22,2016-07-13 00:00:00,194580.00,"MORAVIA COMFORT, s.r.o.",29368243
T004/16V/00016816,"PS 0401 - Oprava oplocení stanoviště ÚVZ, objekt č. 076 – zámek Grabštejn, 6440-0401-2016-17",2016-05-09 14:08:32.283,2016-07-13 00:00:00,560947.00,"ZOGENA s.r.o.",27460444
T004/16V/00021065,"Nákup měřících přístrojů",2016-06-07 13:17:13.141,2016-07-13 00:00:00,226436.36,"MICRONIX,spol. s r.o.",48584118
T004/16V/00020101,"Kit pro digesci DNas",2016-06-01 08:32:09.84,2016-07-13 00:00:00,1855.00,"DYNEX TECHNOLOGIES",48108731
T004/16V/00021812,"PS 0514 - Oprava vstupních dveří do budovy, sprchových koutů, dlažby a obkladů v kuchyni a sociálním zařízení b.č.13 – tvrz Adam Mladkov, 6440-0514-2016-06",2016-06-14 09:54:21.846,2016-07-13 00:00:00,344000.00,"BESTFIVE s.r.o.",29296455
T004/16V/00021805,"PS 0514 - Kontrola provozuschopnosti požárně bezpečnostního zařízení - kasárna Těchonín, 6440-0514-2016-65",2016-06-14 09:27:19.994,2016-07-13 00:00:00,42332.00,"PHP - SERVIS, s.r.o.",29101352
T004/16V/00020875,"Nákup požárních hadic ",2016-06-06 14:21:24.994,2016-07-13 00:00:00,30175.30,"Randi Group s.r.o.",24119610
T004/16V/00024825,"DP - nákup PHM prostřednictvím odběrových karet",2016-07-12 10:08:43.731,2016-07-13 00:00:00,6470.29,"CCS Česká společnost pro platební karty s.r.o.",27916693
T004/16V/00024965,"Převzetí a odstranění nebezpečných odpadů - 3.DP",2016-07-13 08:00:00.957,2016-07-13 00:00:00,12612.25,"AVE CZ  odpadové hospodářství s.r.o.",49356089
T004/16V/00022231,"Nákup kondenzátorů, rezistorů, můstků diodových, relé a pásek",2016-06-16 11:00:03.026,2016-07-13 00:00:00,16100.00,"Ing. Martin RÖSCH",15372979
T004/16V/00017913,"Školení SW ATOM3",2016-05-17 08:39:55.208,2016-07-13 00:00:00,24000.00,"AION CS s.r.o.",60738634
T004/16V/00025003,"DP č. 7 k RS00007444 - nákup stravovacích poukázek za měsíc červenec 2016",2016-07-13 10:12:04.187,2016-07-13 00:00:00,2611.20,"Le Cheque Déjeuner s.r.o.",62913671
T004/16V/00025030,"RS - Nákup spotřebního diagnostického materiálu pro serologii v roce 2016.",2016-07-13 11:14:32.6,2016-07-13 00:00:00,35076.96,"O.K.SERVIS BioPro, s.r.o.",62914511
T004/16V/00021544,"Nákup výsadkového materiálu a větrných rukávů",2016-06-10 10:33:17.72,2016-07-13 00:00:00,40800.00,"PARASHOP,s.r.o.",25924745
T004/16V/00019593,"Nákup thermoizolačních vaků",2016-05-28 08:30:42.976,2016-07-12 00:00:00,7968.24,"Randi Group s.r.o.",24119610
T004/16V/00021239,"Kontrola technologie čerpací stanice PHM",2016-06-08 11:59:14.31,2016-07-12 00:00:00,12300.00,"BMS 1, spol. s r.o.",25931563
T004/16V/00021383,"Oprava plynových spotřebičů na b.č. 1 v areálu kasárna 9.května Olomouc ",2016-06-09 10:58:40.119,2016-07-12 00:00:00,79800.00,"INTOP OLOMOUC CZ s.r.o.",25875868
T004/16V/00019595,"Nákup prostředku na úpravu pitné vody",2016-05-28 10:42:20.391,2016-07-12 00:00:00,4746.40,"Martin Bergl",42478430
T004/16V/00020315,"Chemikálie pro parazitologické vyšetření",2016-06-02 09:58:47.854,2016-07-12 00:00:00,3109.00,"P - LAB a.s.",63078601
T004/16V/00020438," Nákup raftů",2016-06-02 14:44:07.463,2016-07-12 00:00:00,227146.00,"Randi Group s.r.o.",24119610
T004/16V/00020767,"Kompetentní buňky",2016-06-06 09:47:18.441,2016-07-12 00:00:00,3187.00,"Life Technologies Czech Republic s.r.o.",25761307
T004/16V/00023324,"PS 0004-Letiště Kbely-oprava přívodu vody do objektu",2016-06-25 11:48:11.402,2016-07-12 00:00:00,16903.37,"Start Center a.s.",3653706
T004/16V/00020871,"Nákup zahraniční literatury VIII",2016-06-06 14:14:05.93,2016-07-12 00:00:00,39200.39,"MEGABOOKS CZ, spol. s r.o.",48117196
T004/16V/00020053,"Nákup ruční nářadí a nástroje",2016-06-01 06:48:37.956,2016-07-12 00:00:00,170390.65,"DEGAS s.r.o.",46967567
T004/16V/00022019,"Nabíjecí baterie",2016-06-15 10:21:51.741,2016-07-12 00:00:00,14500.00,"ITAGE, spol. s r.o.",25879243
T004/16V/00021761,"Dodávka pracovních oděvů pro lékaře a nelékařský zdravotnický personál.",2016-06-14 07:27:31.224,2016-07-12 00:00:00,18841.00,"Martin Bergl",42478430
T004/16V/00020180,"PS 0503 - Oprava vstupních dveří, maleb, omítek a nátěrů na bud.č. 001 / Radarová věž / Kasárna Nepolisy, 6440-0503-2016-018",2016-06-01 12:25:23.626,2016-07-12 00:00:00,201301.00,"Apex Bohemia s.r.o.",64788440
T004/16V/00024147,"Pronájem sportovní střelnice červenec 2016",2016-07-01 08:44:28.161,2016-07-12 00:00:00,2057.00,"Sportovně střelecký svaz - Sportovně střelecký klub Tábor 0089",47267895
T004/16V/00020695,"PS 0135-Revize a technické prohlídky dieselagregátu JK",2016-06-05 23:27:10.069,2016-07-12 00:00:00,23160.00,"UNISMINI - služby, spol.s r.o.",62418742
T004/16V/00014775,"Technické váhy",2016-04-26 09:52:03.004,2016-07-12 00:00:00,5185.00,"SIOT Trade s.r.o.",28970535
T004/16V/00024452,"Dílčí plnění ČERVENEC II. - praní a chemické čištění vojenského materiálu do 31.12.2016",2016-07-07 11:19:27.169,2016-07-12 00:00:00,862.00,"VÍT SPÁČIL - prádelny a čistírny, spol. s r.o.",49450166
T004/16V/00024460,"PS 0014 Havárie - oprava ucpané kanalizace šatna VP v objektu GŠ AČR, Vítězné nám. 1500/5, Praha 6.",2016-07-07 11:36:48.833,2016-07-12 00:00:00,9498.00,"FAM s.r.o.",47543311
T004/16V/00024496,"Havarijní oprava trafostanice b.č. 18 v areálu kasárna Chválkovice Olomouc",2016-07-07 14:02:51.871,2016-07-12 00:00:00,67794.00,"EMONTAS, s.r.o.",25883551
T004/16V/00024510,"PS 0014 Havárie - oprava (výměna) klimatizace v místnosti RDA 3 v objektu GŠ AČR, Vítězné nám. 1500/5, Praha 6",2016-07-07 15:31:15.87,2016-07-12 00:00:00,26125.00,"BIMOK AIR, spol. s r.o.",15271501
T004/16V/00024580," Obj.č.3. - k RS -Čištění odpadních vod z  kuchyňského bloku",2016-07-08 10:51:43.522,2016-07-12 00:00:00,4940.00,"BILIT s.r.o.",62065661
T004/16V/00024719," 7.DP - nákup stravovacích poukázek za měsíc červen 2016",2016-07-11 12:51:19.188,2016-07-12 00:00:00,75000.00,"Sodexo Pass Česká republika a.s.",61860476
T004/16V/00024770,"Výzva k dílčímu plnění praní prádla na měsíc červenec.",2016-07-12 06:29:11.22,2016-07-12 00:00:00,8264.00,"PRAVO s.r.o.",28142292
T004/16V/00019436,"Leštička a příslušenství",2016-05-26 15:17:44.048,2016-07-12 00:00:00,15608.00,"Martin Bergl",42478430
T004/16V/00024847,"DP - technická údržba (TU2) služebního vozidla Š FELICIA VANPLUS, VPZ: 024-24-48, plnění z RS na rok 2016",2016-07-12 11:09:02.59,2016-07-12 00:00:00,1400.00,"APM Automotive s.r.o.",670863
T004/16V/00018134,"Oprava technologického zařízení Leco",2016-05-18 08:35:37.525,2016-07-12 00:00:00,138485.90,"LECO  Instrumente Plzeň, s.r.o.",14706636
T004/16V/00024871,"Odstaňování obyčejných a nebezpečných odpadů - Objednávka č. 19",2016-07-12 13:02:34.374,2016-07-12 00:00:00,720.00,"Kaiser servis, spol. s r.o.",26274906
T004/16V/00024877,"Objednávka č. 17 - Oprava a údržba autobusů na základě centrální smlouvy",2016-07-12 13:10:49.542,2016-07-12 00:00:00,4545.00,"TEZAS servis a.s.",24765180
T004/16V/00024926,"Dílčí plnění k RS - Služby pneuservisu pro osobní, nákladní vozidla a přívěsy v roce 2016 č. 17/4/8/3/2016-5153",2016-07-12 15:00:30.369,2016-07-12 00:00:00,3553.00,"PNEUCENTRUM N&N s.r.o.",25367463
T004/16V/00019738,"Kontrola a odborná konzultace k patentové přihlášce",2016-05-30 11:33:24.679,2016-07-12 00:00:00,24793.00,"INVENTIA",60470615
T004/16V/00019242,"Dezinfekční prostředky",2016-05-25 14:46:19.044,2016-07-12 00:00:00,6776.90,,
T004/16V/00020405,"laboratorní spotřební materiál - víceúčelová čistící utěrka",2016-06-02 13:51:29.455,2016-07-12 00:00:00,2727.25,"BIČELS SERVIS, s.r.o.",3383407
T004/16V/00023505,"EZ : Oprava vojenského výstrojního materiálu na rok 2016 pro NS 306801",2016-06-28 06:35:08.049,2016-07-12 00:00:00,428.00,,
T004/16V/00024795,"Výměna pylového filtru Škoda VPZ 2121815 (obj. 134/2016) ",2016-07-12 08:03:45.847,2016-07-12 00:00:00,594.90,"RAL PNEU s.r.o.",26829941
T004/16V/00022074,"Nákup střeleckých brýlí",2016-06-15 13:06:33.862,2016-07-12 00:00:00,312400.00,"Safety Agency, s.r.o.",28785606
T004/16V/00005086,"PS 0308 Zpracování Energetického auditu v kas. Klatovských dragounů.",2016-02-18 14:31:26.219,2016-07-12 00:00:00,135000.00,"PORSENNA o.p.s.",27172392
T004/16V/00019876,"Oprava střechy garáží na b.č.4 v Sport.areálu Na Šibeníku Olomouc",2016-05-31 09:19:06.323,2016-07-12 00:00:00,53023.00,"Bohdan Pazdera",66190975
T004/16V/00023907,"DP - servis a opravy vozidel typu Škoda a Mitsubishi",2016-06-30 06:16:06.961,2016-07-12 00:00:00,7715.00,"PROAUTO HRADEC KRÁLOVÉ s.r.o.",27518141
T004/16V/00018901,"Kancelářské potřeby",2016-05-24 08:53:52.705,2016-07-12 00:00:00,7994.09,"KODEX, a.s.",25634381
T004/16V/00020600,"PS 0401 - Oprava maleb a staveb, částí - posádková ošetřovna,  bud.č. 002 – kas.6.října Liberec, 6440-0401-2016-50",2016-06-03 11:13:57.243,2016-07-12 00:00:00,75867.55,"RBS PLUS s.r.o.",3890732
T004/16V/00022931,"Metrologické ověření RAMER CCD-U",2016-06-22 10:45:25.541,2016-07-12 00:00:00,16280.00,"RAMET a.s.",25638891
T004/16V/00021060,"Chemikálie pro real-time PCR",2016-06-07 13:12:37.443,2016-07-12 00:00:00,61181.00,"Life Technologies Czech Republic s.r.o.",25761307
T004/16V/00021174,"IR rozlišovací znaky.",2016-06-08 08:59:09.418,2016-07-12 00:00:00,138902.00,"Richard Čálek",10177604
T004/16V/00018681," Nákup manipulační techniky",2016-05-23 07:16:08.327,2016-07-12 00:00:00,27438.00,"Martin Bergl",42478430
T004/16V/00018166,"PS 0429 - Výměna filtru vzduchotechnického zařízení, VS-K-301 Větrušice.",2016-05-18 09:29:07.345,2016-07-12 00:00:00,20600.00,"ATS-TELCOM PRAHA a.s.",61860409
T004/16V/00020677,"Filtry destilačního přístroje",2016-06-03 21:52:03.966,2016-07-12 00:00:00,3338.84,"Petr Haška - AquaOsmotic",44039298
T004/16V/00016149,"PS 0320 - Periodické revize plynových rozvodů, zařízení a regulační stanice plynu",2016-05-04 14:11:04.145,2016-07-12 00:00:00,18200.00,"SINGO, spol. s r.o.",43389635
T004/16V/00020490,"Tlakoměr ambulantní automatický",2016-06-03 07:54:15.757,2016-07-12 00:00:00,1487.00,"Medicton Group s.r.o.",27485391
T004/16V/00013288,"PS 0014 Doplnění a výměna termostatických hlavic u radiátorových ventilů budova SUMO G.Píky, Praha 6",2016-04-14 15:19:46.701,2016-07-12 00:00:00,61568.00,"INSTAMA s.r.o",26433087
T004/16V/00014786,"Kanystr s výpustným kohoutem",2016-04-26 10:14:09.607,2016-07-12 00:00:00,290.00,"AB Tábor spol. s.r.o.",26025523
T004/16V/00016084,"Oprava běžeckých a cyklo trenažérů.",2016-05-04 11:26:07.823,2016-07-12 00:00:00,14376.03,"Vladimír Mráček",44900601
T004/16V/00021937," PS 0711 Nákup zámků, kování, vložek - posádka Opava",2016-06-15 06:46:37.803,2016-07-12 00:00:00,29607.50,"H&B Group s.r.o.",26341085
T004/16V/00022733,"K 146 - kalibrace měřidel teploty",2016-06-21 10:32:36.17,2016-07-12 00:00:00,5590.00,"David Šiška",75747065
T004/16V/00020242,"PS 0112 - Oprava oplocení světlosystému SO č. 588 Letiště Čáslav, 6440-0112-2016-29",2016-06-01 15:16:55.788,2016-07-12 00:00:00,309363.00,"A - Z PLOTOVÉ CENTRUM, spol. s r.o.",25510908
